tgrep.id	entire.sentence	Sentence_type	DE_operator	Numeral	And_test	Or_both_test	Actually_test	Disjunct_relation	Disjunct_individuation	Or_not	
29097:92	"i do see a problem with graduating people that, that can't read and are not, you know, productive in society or productive to themselves"	declarative	negation	nonum	nochange	nochange	change	A~B	different	no	
102873:33	"and, i don't know who was here or whether jay called a friend"	declarative	negation	nonum	nochange	not available	change	A~B	different	no	
150321:38	"um, i like to play tennis in the summer time or in the spring, fall,"	declarative	negation	nonum	nochange	not available	change	A~B	same	no	
169391:49	"something that you cared A-Bout happened, you'd find out from friends or other channels."	declarative	not available	nonum	change	change	change	A>B	same	no	
135991:11	"either the radio or the t v --s got to be on, the whole time."	declarative	not available	nonum	change	change	change	A~B	same	no	
79226:143	"but see they're trying to find an excuse not to deal with what, you know, the issues that people really want to know A-Bout, because on those issues you have to say yes or no."	declarative	not available	nonum	change	not available	change	A~B	different	no	
146661:26	and i can take plastic like milk cartons or if they have water in them	declarative	not available	nonum	change	not available	change	A>B	same	no	
73474:74	"there are those times when i think, gee, if i didn't have children i could be out playing bridge or golf."	declarative	not available	nonum	change	change	change	A~B	same	no	
63657:95	"i would have more problem more problem with the temperature, except that, you know, working in engineering, we do everything in centigrade, or celsius."	declarative	not available	nonum	change	not available	change	A~B	same	no	
169798:47	"if someone was out to get you, i think that a company or a boss could use this."	declarative	relclause	nonum	change	nochange	change	A<B	same	no	
46087:36	"and then i'll, uh, normally check out the eagles or the patriots"	declarative	not available	nonum	change	change	change	A~B	different	no	
58865:50	"and, um, the sticky buns, of course, would last, you know three or four days"	declarative	not available	num	change	not available	change	A~B	same	no	
52021:19	but i rent probA-Bly four or five movies a week.	declarative	not available	num	change	not available	change	A~B	same	no	
39729:68	"but usually if i'm, if i'm, if i take a day off or on the weekend especially, i try to cook, real, real food."	declarative	antecedent	nonum	nochange	not available	change	A<B	same	no	
153868:23	"so, it's, no fee, or subscription either to read at my leisure"	declarative	negation	nonum	change	not available	change	A<B	same	no	
72683:22	"have you ever read, uh, or heard of the book this present darkness."	interrogative	not available	nonum	change	nochange	nochange	A>B	different	no	
128512:74	"it's a, like it's something you either just really want to do it or you can't talk anyone into it."	declarative	not available	nonum	change	nochange	change	A~B	same	no	
76699:90	"if we see a child that we have any reason, that's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do."	declarative	not available	nonum	change	nochange	change	A~B	different	no	
110659:25	"well, i don't believe in drugs or alcohol,"	declarative	negation	nonum	nochange	not available	change	A~B	same	no	
5704:6	whether or not they get it is hard to say.	declarative	wh	nonum	change	not available	change	A~B	different	yes	
91063:73	"in my, my, uh, father's family, we get together every year at a different location, either dallas or oklahoma city."	declarative	not available	nonum	change	not available	change	A~B	same	no	
43673:83	"i just go to be entertained and and not really interested in some of the, like the terminator or some of the schwarzenegger stuff."	declarative	negation	nonum	nochange	not available	change	A>B	same	no	
164042:75	"and, uh, you know, v eights seem to be a return to the days of, you know, ten or twelve miles a gallon."	declarative	not available	num	change	not available	change	A~B	same	no	
95313:117	"and he said, mom, i don't like that man, said, he took me by the head and dunked my head under the water and told me i had to get my face wet or i'd never swim"	declarative	not available	nonum	change	not available	change	A~B	different	no	
156153:26	"well, i would probA-Bly be a junkie or s-, watch c n n a lot,"	declarative	not available	nonum	change	change	change	A>B	different	no	
72300:44	"and almost all the people that i clean for, believe it or not, are mothers that don't work."	declarative	not available	nonum	change	not available	change	A~B	different	yes	
165235:41	"and then i can decide whether i want them to do it or whether i can do it, see."	declarative	wh	nonum	change	not available	change	A~B	different	no	
737:58	"they've got, uh, they've got a couple of kids, ten or twelve years old,"	declarative	not available	num	change	not available	change	A~B	same	no	
22719:47	"i guess the largest one i ever caught was probA-Bly eight or ten inches long,"	declarative	not available	num	change	not available	change	A~B	same	no	
15370:23	"oh, i've done maybe four or five."	declarative	not available	num	change	not available	change	A~B	same	no	
24609:54	"well, does your r-, does your job require you to drive company equipment or to ap-, operate any type of machinery thatb might endanger someone."	interrogative	not available	nonum	change	nochange	nochange	A>B	same	no	
154873:15	there's snow bird or alta.	declarative	not available	nonum	change	not available	change	A~B	different	no	
86575:41	a lot of my travel has been sort of based around conferences or business meetings	declarative	not available	nonum	nochange	not available	change	A>B	same	no	
60210:34	"then i would do it, you know, everyday or two days so i would clean that pan very, very rarely,"	declarative	not available	nonum	change	not available	change	A~B	same	no	
41402:51	"and then, when they, when they talked to us or when they sent us the letter, it, uh, you know, to get the information and all, it asked, you know, will you be willing to bring"	declarative	wh	nonum	change	not available	change	A~B	same	no	
